0,1,2,0 boost time,0 boost time per game,100 boost time,100 boost time per game,amount collected,amount collected big pads,amount collected big pads per game,amount collected per game,amount collected small pads,amount collected small pads per game,amount overfill stolen,amount overfill stolen per game,amount overfill total,amount overfill total per game,amount stolen,amount stolen big pads,amount stolen big pads per game,amount stolen per game,amount stolen small pads,amount stolen small pads per game,amount used while supersonic,amount used while supersonic per game,assists,assists per game,avg boost amount per game,avg distance to ball has possession per game,avg distance to ball no possession per game,avg distance to ball per game,avg distance to team mates per game,avg powerslide time per game,avg speed per game,bpm per game,count collected big pads,count collected big pads per game,count collected small pads,count collected small pads per game,count powerslide,count powerslide per game,count stolen big pads,count stolen big pads per game,count stolen small pads,count stolen small pads per game,demos inflicted,demos inflicted per game,demos taken,demos taken per game,games,goals,goals conceded,goals conceded per game,goals conceded while last defender,goals conceded while last defender per game,goals per game,saves,saves per game,score,score per game,shooting percentage,shots,shots conceded,shots conceded per game,shots per game,time behind ball,time behind ball per game,time boost speed,time boost speed per game,time defensive half,time defensive half per game,time defensive third,time defensive third per game,time high in air,time high in air per game,time in front of ball,time in front of ball per game,time low in air,time low in air per game,time most back,time most back per game,time most forward,time most forward per game,time neutral third,time neutral third per game,time offensive half,time offensive half per game,time offensive third,time offensive third per game,time on ground,time on ground per game,time powerslide,time powerslide per game,time slow speed,time slow speed per game,time supersonic speed,time supersonic speed per game,total distance,total distance per game,win percentage,wins
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
